Mes_Año,Usuario,Metros cuadrados reales por rollo,tiempo_en_rollo,tiempo_en_horas,metros_por_hora
2022-09,jtorresb,1295804.0760000001,13 days 03:43:36,315.7266666666667,4104.195852952977
2022-09,jtoscano,1047172.478,11 days 10:46:33,274.7758333333333,3811.0064676963952
2022-09,mcarrill,3947.336,0 days 01:11:06,1.185,3331.0852320675103
2022-09,rholten,18463.667999999998,0 days 04:38:04,4.634444444444444,3984.008918724526
2022-10,alopezb,827188.415,7 days 07:10:10,175.16944444444445,4722.218635923947
2022-10,elopezt,13724.298,0 days 02:52:13,2.870277777777778,4781.522578147682
2022-10,eperezv,613731.780019,5 days 11:18:37,131.31027777777777,4673.905123082945
2022-10,gilrodrigueza,30188.350000000002,0 days 07:33:19,7.5552777777777775,3995.663811169529
2022-10,grangel,2062307.930707,19 days 16:39:11,472.65305555555557,4363.259491220187
2022-10,gsotor,35431.158,0 days 09:38:02,9.633888888888889,3677.7627818464916
2022-10,iperalta,16784.956,0 days 03:21:00,3.35,5010.434626865671
2022-10,jgalvana,156351.05164000002,1 days 11:21:12,35.35333333333333,4422.526446539695
2022-10,jmatahe,1249707.192,12 days 05:48:17,293.8047222222222,4253.529972383396
2022-10,jmlarar,937476.753,9 days 01:41:06,217.685,4306.574881135586
2022-10,jtorrem,1123621.581602,10 days 23:40:37,263.6769444444444,4261.356956974075
2022-10,jtorresb,876141.739756,10 days 02:35:40,242.59444444444443,3611.5490680852818
2022-10,jtoscano,1385799.4003,13 days 17:56:16,329.9377777777778,4200.184076021068
2022-10,mcarrill,8513.044000000002,0 days 01:56:20,1.9388888888888889,4390.681719197709
2022-10,rholten,47933.028,0 days 10:00:26,10.007222222222222,4789.843468606007
2022-11,alopezb,13271.996,0 days 02:07:00,2.1166666666666667,6270.234330708661
2022-11,eperezv,1029325.4234130001,8 days 07:38:18,199.63833333333332,5155.950794752178
2022-11,gilrodrigueza,739.1659999999999,0 days 00:10:20,0.17222222222222222,4291.931612903226
2022-11,grangel,1454486.422185,13 days 14:36:06,326.6016666666667,4453.3955905052535
2022-11,gsotor,6581.715,0 days 01:39:51,1.6641666666666666,3954.961442163245
2022-11,iperalta,8465.093301,0 days 02:32:54,2.5483333333333333,3321.8155530412037
2022-11,jgalvana,55339.017,0 days 13:08:15,13.1375,4212.294348239772
2022-11,jmatahe,531362.564,6 days 06:10:33,150.17583333333334,3538.2694552496796
2022-11,jmlarar,835516.7267700001,6 days 23:57:26,167.9572222222222,4974.58052541818
2022-11,jtorrem,1846300.734,15 days 12:23:10,372.3861111111111,4958.027914873302
2022-11,jtorresb,454631.40616,5 days 23:28:10,143.46944444444443,3168.8378519932626
2022-11,jtoscano,575454.662856,7 days 05:16:29,173.2747222222222,3321.0537317612207
2022-11,mcarrill,5542.954,0 days 01:22:44,1.3788888888888888,4019.869943593876
2022-11,rholten,7588.432,0 days 01:46:17,1.771388888888889,4283.888223302493
2022-11,tflores,2641.342,0 days 00:41:08,0.6855555555555556,3852.848946515397
2022-12,eperezv,254836.646148,2 days 16:55:29,64.92472222222223,3925.1095334032143
2022-12,grangel,119725.625274,1 days 08:35:36,32.593333333333334,3673.316381898139
2022-12,jgalvana,109934.47795,0 days 17:42:33,17.70916666666667,6207.772506705566
2022-12,jmatahe,260175.30000000002,2 days 10:52:46,58.879444444444445,4418.779804308238
2022-12,jtorrem,71451.705,1 days 05:50:32,29.842222222222222,2394.3158276863505
2022-12,jtorresb,202898.40115000002,1 days 16:31:36,40.526666666666664,5006.540577808851
2022-12,jtoscano,359679.84652,2 days 21:55:53,69.93138888888889,5143.324796415534
2022-12,mcarrill,10464.2038,0 days 02:37:42,2.6283333333333334,3981.3077235256815
2023-03,ajrodriguezg,126836.886,1 days 06:10:12,30.17,4204.073118992376
2023-03,alopezb,4358.781000000001,0 days 01:12:39,1.2108333333333334,3599.8191328286307
2023-03,eperezv,1199543.221706,12 days 05:17:55,293.2986111111111,4089.8360110255476
2023-03,grangel,935756.785177,9 days 08:47:41,224.79472222222222,4162.716881991348
2023-03,iperalta,17914.200748,0 days 05:01:16,5.021111111111111,3567.7762056207125
2023-03,jcontmor,14420.608,0 days 03:46:17,3.7713888888888887,3823.6862929955073
2023-03,jmlarar,769485.164283,7 days 07:07:48,175.13,4393.794120270656
2023-03,jtorrem,105111.864,1 days 05:16:45,29.279166666666665,3589.9882396470757
2023-04,elopezt,3994.1040000000003,0 days 01:06:01,1.1002777777777777,3630.08694774047
2023-04,eperezv,713277.6884,6 days 10:54:28,154.90777777777777,4604.531151581228
2023-04,grangel,1185414.689509,11 days 12:25:30,276.425,4288.377279583973
2023-04,jcontmor,6805.3060000000005,0 days 01:39:51,1.6641666666666666,4089.317576364547
2023-04,jmlarar,788388.275,7 days 18:33:36,186.56,4225.923429459692
2023-04,jsalazhe,4458.03,0 days 00:53:24,0.89,5009.022471910112
2023-04,jtorrem,577102.6510000001,11 days 23:52:26,287.87388888888887,2004.7064818120593
2023-05,eperezv,1268462.47,10 days 15:57:09,255.9525,4955.851066115783
2023-05,grangel,1577225.38736,13 days 08:06:06,320.1016666666667,4927.26390269758
2023-05,iperalta,4197.336,0 days 01:03:32,1.058888888888889,3963.905981112277
2023-05,jcontmor,9619.51,0 days 01:47:16,1.7877777777777777,5380.707893101306
2023-05,jmlarar,734271.58556,6 days 00:55:24,144.92333333333335,5066.620872369299
2023-05,jsalazhe,10678.752,0 days 02:30:42,2.5116666666666667,4251.659721300597
2023-05,jtorrem,1395805.388,11 days 23:01:58,287.03277777777777,4862.878026706203
2023-06,eperezv,878055.478071,8 days 05:08:03,197.13416666666666,4454.100945148186
2023-06,grangel,939952.480379,8 days 09:40:55,201.68194444444444,4660.568316951746
2023-06,iperalta,19686.393,0 days 03:23:50,3.397222222222222,5794.849942763696
2023-06,jcontmor,1351.296,0 days 00:23:34,0.3927777777777778,3440.35756718529
2023-06,jmlarar,314552.64862,3 days 01:28:26,73.4738888888889,4281.148764232191
2023-06,jtorrem,875326.279,8 days 06:50:30,198.84166666666667,4402.127047483341
2023-07,eperezv,681586.196916,6 days 23:03:01,167.05027777777778,4080.126091275913
2023-07,grangel,218261.184568,2 days 06:49:57,54.8325,3980.507629015638
2023-07,jcontmor,1761.76,0 days 00:49:52,0.8311111111111111,2119.7647058823527
2023-07,jgalvana,18360.428,0 days 03:33:28,3.557777777777778,5160.644971892567
2023-07,jmlarar,1402521.262938,13 days 03:29:29,315.4913888888889,4445.513609349085
2023-07,jtorrem,1205562.41834,10 days 17:45:21,257.7558333333333,4677.148923263942
2023-08,elopezt,4142.061000000001,0 days 01:07:33,1.1258333333333332,3679.106735751296
2023-08,eperezv,542754.694077,6 days 08:43:45,152.72916666666666,3553.7069043371985
2023-08,grangel,1446252.012456,14 days 11:29:23,347.4897222222222,4161.999391542036
2023-08,iperalta,6208.504,0 days 01:56:08,1.9355555555555555,3207.6082663605052
2023-08,jcontmor,6663.588000000001,0 days 01:24:14,1.403888888888889,4746.520933913732
2023-08,jmlarar,1086932.383154,14 days 06:22:13,342.3702777777778,3174.727637600291
2023-08,jsalazhe,27169.456000000002,1 days 12:30:22,36.50611111111111,744.2440504633928
2023-08,jtorrem,596570.816694,5 days 18:20:20,138.3388888888889,4312.386932449299
